2824;258;HTML;1602735031;http://evem.gov.si;200;2019-04-02 10:34:59.3334
2825;259;HTML;1602735031;http://e-prostor.gov.si;200;2019-04-02 10:35:02.377993
2826;262;HTML;-404838829;http://mz.gov.si/si/pogoste_vsebine_za_javnost/pacientove_pravice;200;2019-04-02 10:35:07.460517
2827;260;HTML;1602735031;http://www.e-prostor.gov.si/dostop-do-podatkov/vpogledi-v-podatke/;200;2019-04-02 10:35:12.54463
2828;261;HTML;1602735031;http://kpv.gov.si/;200;2019-04-02 10:35:12.607767
2829;260;HTML;950337304;http://www.e-prostor.gov.si/zbirke-prostorskih-podatkov/etn/obvestilo-o-nedelovanju-streznika/;200;2019-04-02 10:35:14.249606
2830;260;HTML;1747922291;http://www.e-prostor.gov.si/zbirke-prostorskih-podatkov/drzavni-prostorski-koordinatni-sistem/vertikalna-sestavina/gravimetricna-sestavina/;200;2019-04-02 10:35:16.209912
2831;260;HTML;1602735031;http://www.e-prostor.gov.si/dostop-do-podatkov/spletne-storitve/;200;2019-04-02 10:35:21.774044
2832;260;HTML;950337304;http://www.e-prostor.gov.si/zbirke-prostorskih-podatkov/drzavni-prostorski-koordinatni-sistem/transformacija-v-novi-koordinatni-sistem/;200;2019-04-02 10:35:23.562713
2833;262;HTML;1602735031;http://mz.gov.si/si/delovna_podrocja_in_prioritete/zdravstveno_varstvo/zdravilstvo;200;2019-04-02 10:35:24.966326
2834;260;HTML;1602735031;http://www.e-prostor.gov.si/informacije/vsa-pogosta-vprasanja/vpogled-za-registrirane-uporabnike/;200;2019-04-02 10:35:26.167462
2835;262;HTML;406352131;http://mz.gov.si/si/zakonodaja_in_dokumenti;200;2019-04-02 10:35:26.39465
2836;260;HTML;950337304;http://www.e-prostor.gov.si/zbirke-prostorskih-podatkov/drzavni-prostorski-koordinatni-sistem/vertikalna-sestavina/dodatna-gradiva/;200;2019-04-02 10:35:27.649911
2837;260;HTML;950337304;http://www.e-prostor.gov.si/zbirke-prostorskih-podatkov/drzavni-prostorski-koordinatni-sistem/horizontalna-sestavina/stalne-postaje-drzavnega-omrezja-gnss-signal/;200;2019-04-02 10:35:29.640566
2838;260;HTML;950337304;http://www.e-prostor.gov.si/zbirke-prostorskih-podatkov/drzavni-prostorski-koordinatni-sistem/pogosta-vprasanja/;200;2019-04-02 10:35:31.433864
2839;262;HTML;1602735031;http://mz.gov.si/si/splosno/kolofon/kolofon;200;2019-04-02 10:35:32.691212
2840;260;HTML;950337304;http://www.e-prostor.gov.si/zbirke-prostorskih-podatkov/topografski-in-kartografski-podatki/topografski-podatki-in-karte/zbirka-topografskih-podatkov-dtm/;200;2019-04-02 10:35:32.935349
2841;262;HTML;406352131;http://mz.gov.si/si/medijsko_sredisce;200;2019-04-02 10:35:34.143009
2842;260;HTML;1602735031;http://www.e-prostor.gov.si/informacije/vsa-pogosta-vprasanja/porocanje-o-prodajnih-in-najemnih-poslih-z-nepremicninami-v-evidenco-trga-nepremicnin-etn/;200;2019-04-02 10:35:35.472411
2843;262;HTML;406352131;http://mz.gov.si/si/za_izvajalce_zdravstvenih_storitev;200;2019-04-02 10:35:35.999236
2844;260;HTML;1747922291;http://www.e-prostor.gov.si/zbirke-prostorskih-podatkov/drzavni-prostorski-koordinatni-sistem/vertikalna-sestavina/slovenski-visinski-sistem-2010-svs2010-datum-koper/;200;2019-04-02 10:35:37.135743
2845;260;HTML;-2067740660;http://www.e-prostor.gov.si/dostop-do-podatkov/dostop-do-podatkov/;200;2019-04-02 10:35:38.814917
2846;260;HTML;950337304;http://www.e-prostor.gov.si/;200;2019-04-02 10:35:41.924498
2847;262;HTML;1602735031;http://mz.gov.si/si/delovna_podrocja_in_prioritete/javno_zdravje/za_druzbo_brez_tobaka/zakon_o_omejevanju_uporabe_tobacnih_in_povezanih_izdelkov_ul_rs_917/novosti_zakona_o_omejevanju_uporabe_tobacnih_in_povezanih_izdelkov;200;2019-04-02 10:35:45.418544
2848;262;HTML;406352131;http://mz.gov.si/si/pogoste_vsebine_za_javnost;200;2019-04-02 10:35:48.073677
2849;260;HTML;950337304;http://www.e-prostor.gov.si/informacije/vsa-pogosta-vprasanja/osebni-vpogled/;200;2019-04-02 10:35:49.359667
2850;;HTML;950337304;http://mz.gov.si/si/medijsko_sredisce/novica/7768;200;2019-04-02 10:35:50.791129
2851;260;DUPLICATE;950337304;www.e-prostor.gov.si;200;2019-04-02 10:35:50.845651
2852;260;HTML;950337304;http://www.e-prostor.gov.si/informacije/vsa-pogosta-vprasanja/splosna-vprasanja-o-vpogledih-v-podatke/;200;2019-04-02 10:35:52.19228
2853;262;HTML;406352131;http://mz.gov.si/si/za_izvajalce_zdravstvenih_storitev/poslovanje_javnih_zdravstvenih_zavodov/gradivo_za_pripravo_letnih_porocil;200;2019-04-02 10:35:53.648043
2854;260;HTML;1602735031;http://www.e-prostor.gov.si/zbirke-prostorskih-podatkov/nepremicnine/drzavna-meja/;200;2019-04-02 10:35:55.616547
2855;262;HTML;1747922291;http://mz.gov.si/si/pogoste_vsebine_za_javnost/javne_objave/objave_in_pozivi;200;2019-04-02 10:35:56.989671
2856;260;HTML;950337304;http://www.e-prostor.gov.si/zbirke-prostorskih-podatkov/drzavni-prostorski-koordinatni-sistem/transformacija-v-novi-koordinatni-sistem/razlaga/;200;2019-04-02 10:35:57.19537
2857;260;HTML;950337304;http://www.e-prostor.gov.si/zbirke-prostorskih-podatkov/drzavni-prostorski-koordinatni-sistem/horizontalna-sestavina/dodatna-gradiva/;200;2019-04-02 10:36:00.33051
2858;260;HTML;950337304;http://www.e-prostor.gov.si/informacije/vsa-pogosta-vprasanja/zbirni-kataster-gji-vnos-in-prevzem-elaboratov/;200;2019-04-02 10:36:02.513318
